Target,h2h_home_wins,h2h_away_wins,h2h_ties,home_scored,home_conceded,away_scored,away_conceded
home_win,5,4,2,159.0,103.0,57.0,103.0
home_win,2,0,1,106.0,53.0,63.0,69.0
home_win,2,1,1,56.0,152.0,59.0,74.0
home_win,2,5,2,74.0,81.0,108.0,93.0
home_win,1,0,0,137.0,80.0,37.0,76.0
home_win,11,0,0,196.0,137.0,15.0,75.0
away_win,1,1,0,56.0,59.0,78.0,81.0
tie,0,3,2,112.0,94.0,116.0,137.0
away_win,14,20,15,73.0,116.0,142.0,117.0
away_win,0,4,0,20.0,87.0,99.0,74.0
tie,8,7,6,81.0,110.0,80.0,82.0
home_win,1,0,0,53.0,85.0,8.0,48.0
tie,1,1,3,78.0,84.0,69.0,86.0
tie,20,3,3,133.0,110.0,41.0,60.0
tie,2,0,0,14.0,5.0,3.0,6.0
home_win,10,13,13,54.0,100.0,43.0,91.0
home_win,7,1,2,85.0,60.0,25.0,54.0
home_win,0,0,0,132.0,78.0,90.0,101.0
away_win,14,2,8,215.0,139.0,103.0,118.0
tie,1,3,1,20.0,53.0,33.0,82.0
home_win,1,1,0,67.0,63.0,80.0,60.0
home_win,0,0,0,60.0,73.0,232.0,172.0
tie,2,5,4,236.0,181.0,202.0,128.0
home_win,0,1,0,67.0,55.0,257.0,99.0
home_win,9,11,5,216.0,77.0,164.0,91.0
tie,2,11,2,121.0,57.0,145.0,67.0
home_win,1,3,0,69.0,76.0,151.0,56.0
away_win,4,2,3,151.0,57.0,139.0,61.0
home_win,7,11,0,96.0,120.0,85.0,121.0
home_win,2,0,2,123.0,69.0,64.0,100.0
away_win,2,5,1,47.0,86.0,102.0,120.0
home_win,0,0,0,143.0,118.0,120.0,92.0
tie,2,1,2,188.0,108.0,51.0,39.0
home_win,0,0,0,103.0,103.0,55.0,29.0
home_win,4,0,1,104.0,35.0,105.0,100.0
tie,4,10,5,31.0,28.0,41.0,33.0
tie,10,8,5,98.0,42.0,123.0,87.0
tie,7,1,1,160.0,150.0,110.0,112.0
tie,1,2,1,71.0,111.0,149.0,98.0
home_win,0,1,0,70.0,61.0,104.0,77.0
tie,3,0,0,73.0,37.0,18.0,21.0
tie,56,6,23,179.0,79.0,149.0,104.0
home_win,7,6,5,82.0,78.0,50.0,88.0
tie,0,1,1,36.0,145.0,83.0,85.0
away_win,0,0,0,106.0,120.0,0.0,0.0
home_win,1,0,1,130.0,93.0,41.0,112.0
home_win,1,0,0,130.0,104.0,8.0,41.0
home_win,0,0,0,99.0,176.0,22.0,22.0
away_win,10,2,4,95.0,99.0,20.0,52.0
away_win,0,1,0,12.0,72.0,134.0,28.0
home_win,4,3,2,167.0,106.0,177.0,103.0
tie,3,11,3,157.0,202.0,155.0,87.0
home_win,2,2,1,93.0,105.0,22.0,34.0
away_win,4,0,1,73.0,74.0,12.0,18.0
home_win,3,3,1,158.0,84.0,102.0,80.0
away_win,5,0,2,114.0,80.0,83.0,87.0
home_win,1,0,0,152.0,95.0,135.0,90.0
home_win,3,4,3,33.0,61.0,65.0,84.0
away_win,10,8,5,131.0,57.0,218.0,99.0
tie,4,0,1,134.0,100.0,48.0,189.0
away_win,1,4,3,60.0,88.0,101.0,83.0
home_win,0,0,0,123.0,85.0,108.0,96.0
home_win,10,19,15,59.0,71.0,70.0,71.0
away_win,0,0,0,88.0,156.0,268.0,92.0
home_win,0,4,1,71.0,75.0,156.0,84.0
home_win,1,0,1,141.0,82.0,327.0,227.0
home_win,0,0,0,145.0,84.0,68.0,28.0
home_win,4,3,6,109.0,82.0,61.0,77.0
tie,0,0,0,26.0,64.0,105.0,115.0
away_win,0,0,0,9.0,46.0,24.0,40.0
away_win,0,0,0,1.0,16.0,25.0,30.0
away_win,1,4,0,50.0,91.0,119.0,80.0
away_win,5,2,2,32.0,37.0,84.0,79.0
home_win,0,1,0,110.0,88.0,44.0,119.0
home_win,9,18,3,124.0,130.0,129.0,132.0
away_win,4,6,0,79.0,54.0,92.0,76.0
away_win,2,13,3,168.0,69.0,236.0,73.0
away_win,0,2,0,105.0,111.0,160.0,72.0
tie,7,3,3,171.0,120.0,145.0,116.0
tie,1,1,2,196.0,83.0,126.0,76.0
home_win,5,8,3,89.0,93.0,87.0,84.0
home_win,1,5,1,90.0,83.0,114.0,88.0
tie,0,2,0,79.0,61.0,139.0,66.0
home_win,8,2,1,25.0,4.0,11.0,21.0
home_win,1,2,0,45.0,66.0,107.0,122.0
tie,6,1,1,99.0,119.0,68.0,59.0
tie,15,14,12,242.0,184.0,71.0,93.0
tie,0,0,0,135.0,126.0,107.0,97.0
tie,4,2,0,81.0,59.0,112.0,70.0
home_win,1,0,0,41.0,61.0,49.0,53.0
home_win,2,2,2,284.0,120.0,145.0,147.0
home_win,61,15,17,75.0,88.0,63.0,83.0
away_win,0,8,0,4.0,36.0,39.0,48.0
home_win,0,1,0,3.0,9.0,24.0,28.0
home_win,4,9,2,155.0,119.0,110.0,104.0
home_win,0,0,0,68.0,114.0,6.0,225.0
home_win,0,0,0,309.0,114.0,54.0,68.0
tie,0,2,0,127.0,79.0,127.0,97.0
home_win,1,6,3,81.0,94.0,207.0,118.0
tie,1,6,3,155.0,101.0,157.0,90.0
tie,8,3,2,38.0,21.0,26.0,26.0
tie,3,11,6,27.0,43.0,77.0,85.0
home_win,0,0,0,72.0,69.0,54.0,39.0
away_win,0,4,0,43.0,55.0,45.0,35.0
home_win,0,0,1,151.0,128.0,55.0,124.0
home_win,9,11,5,112.0,46.0,52.0,27.0
home_win,2,0,1,97.0,92.0,60.0,88.0
away_win,2,33,3,20.0,39.0,47.0,16.0
home_win,2,0,0,88.0,94.0,4.0,213.0
home_win,4,1,2,48.0,59.0,35.0,104.0
home_win,2,4,1,70.0,86.0,85.0,73.0
home_win,1,0,1,125.0,77.0,94.0,140.0
away_win,1,0,2,10.0,12.0,94.0,68.0
tie,1,6,2,105.0,58.0,79.0,56.0
tie,8,15,3,93.0,37.0,99.0,44.0
tie,1,3,1,129.0,89.0,200.0,105.0
tie,2,2,0,113.0,103.0,135.0,89.0
tie,7,5,2,122.0,270.0,88.0,88.0
home_win,3,6,6,84.0,49.0,59.0,55.0
tie,0,2,0,36.0,126.0,87.0,95.0
away_win,4,9,1,9.0,37.0,25.0,12.0
away_win,1,1,1,85.0,83.0,165.0,95.0
home_win,0,1,0,6.0,0.0,12.0,12.0
home_win,7,0,1,251.0,113.0,48.0,180.0
home_win,1,1,0,10.0,27.0,98.0,96.0
tie,11,8,9,186.0,61.0,152.0,92.0
home_win,0,0,0,62.0,99.0,259.0,104.0
home_win,2,0,0,183.0,98.0,14.0,78.0
away_win,1,3,0,74.0,107.0,63.0,88.0
home_win,0,0,0,2.0,2.0,26.0,61.0
home_win,7,16,8,119.0,84.0,134.0,85.0
home_win,2,0,0,67.0,115.0,40.0,86.0
home_win,3,0,2,81.0,66.0,53.0,93.0
away_win,0,0,0,8.0,32.0,103.0,41.0
home_win,1,1,0,26.0,39.0,10.0,52.0
tie,32,34,20,109.0,51.0,120.0,56.0
home_win,2,0,0,137.0,93.0,30.0,77.0
home_win,5,7,5,47.0,56.0,96.0,85.0
away_win,1,0,0,17.0,45.0,33.0,75.0
home_win,4,3,3,117.0,86.0,95.0,72.0
home_win,0,12,6,156.0,106.0,261.0,109.0
away_win,0,0,0,19.0,47.0,111.0,148.0
home_win,1,8,4,222.0,168.0,110.0,78.0
home_win,0,0,0,156.0,55.0,13.0,21.0
home_win,8,0,4,125.0,83.0,44.0,75.0
tie,19,3,9,258.0,71.0,138.0,67.0
tie,1,1,1,62.0,66.0,18.0,41.0
home_win,8,11,4,104.0,46.0,136.0,46.0
home_win,11,1,0,117.0,89.0,49.0,150.0
tie,1,0,0,82.0,81.0,19.0,28.0
home_win,0,1,0,13.0,24.0,50.0,113.0
tie,0,12,3,23.0,37.0,108.0,113.0
home_win,4,2,1,133.0,61.0,222.0,123.0
tie,0,0,0,163.0,58.0,169.0,100.0
tie,3,2,0,140.0,100.0,37.0,51.0
home_win,8,1,0,176.0,62.0,122.0,97.0
home_win,2,4,1,51.0,70.0,29.0,44.0
home_win,14,6,9,97.0,78.0,51.0,95.0
away_win,0,3,1,45.0,178.0,139.0,108.0
home_win,4,1,2,79.0,102.0,61.0,125.0
away_win,3,3,0,26.0,39.0,67.0,56.0
away_win,1,10,2,74.0,152.0,217.0,137.0
tie,8,1,2,87.0,80.0,53.0,58.0
tie,7,1,0,143.0,54.0,147.0,89.0
away_win,1,5,1,52.0,113.0,119.0,82.0
home_win,0,0,0,221.0,124.0,51.0,84.0
home_win,15,3,8,227.0,126.0,101.0,102.0
tie,4,6,4,57.0,63.0,111.0,94.0
home_win,3,3,1,64.0,49.0,227.0,130.0
tie,3,1,3,85.0,80.0,61.0,126.0
home_win,2,0,1,128.0,141.0,79.0,135.0
home_win,0,1,1,5.0,18.0,36.0,41.0
away_win,3,3,2,92.0,69.0,123.0,80.0
home_win,2,1,4,80.0,98.0,72.0,111.0
away_win,0,0,0,5.0,48.0,66.0,16.0
away_win,0,0,0,11.0,71.0,65.0,62.0
tie,0,0,0,80.0,109.0,121.0,94.0
tie,41,55,30,210.0,80.0,190.0,95.0
home_win,4,0,1,80.0,77.0,75.0,109.0
home_win,19,3,12,172.0,115.0,149.0,110.0
home_win,11,4,3,213.0,84.0,92.0,84.0
tie,2,6,1,165.0,119.0,156.0,133.0
home_win,2,2,4,66.0,43.0,156.0,98.0
tie,9,13,6,75.0,75.0,181.0,93.0
tie,3,1,2,55.0,58.0,80.0,59.0
home_win,0,0,1,58.0,53.0,34.0,63.0
away_win,0,5,0,79.0,111.0,205.0,103.0
home_win,2,1,0,154.0,53.0,34.0,55.0
away_win,0,0,0,50.0,83.0,79.0,102.0
away_win,0,0,0,43.0,34.0,173.0,103.0
away_win,1,1,1,47.0,49.0,86.0,79.0
home_win,4,1,0,119.0,73.0,89.0,65.0
away_win,3,1,0,104.0,91.0,177.0,67.0
away_win,8,13,7,71.0,88.0,102.0,142.0
away_win,0,5,1,36.0,148.0,203.0,89.0
home_win,6,4,2,86.0,104.0,113.0,110.0
home_win,4,1,0,123.0,81.0,89.0,143.0
home_win,18,29,13,97.0,108.0,142.0,108.0
away_win,0,0,0,32.0,24.0,43.0,31.0
away_win,4,3,7,86.0,70.0,99.0,88.0
home_win,1,0,0,89.0,75.0,78.0,75.0
tie,7,6,5,109.0,94.0,67.0,77.0
tie,2,3,2,22.0,25.0,47.0,26.0
tie,4,2,1,168.0,106.0,229.0,128.0
home_win,0,0,0,31.0,12.0,2.0,1.0
home_win,1,1,3,88.0,63.0,74.0,74.0
tie,1,1,0,178.0,128.0,179.0,155.0
tie,3,6,4,45.0,58.0,78.0,113.0
tie,1,2,1,198.0,67.0,151.0,127.0
home_win,2,2,0,168.0,59.0,166.0,80.0
tie,5,3,1,107.0,95.0,79.0,92.0
home_win,0,0,0,145.0,131.0,33.0,109.0
away_win,36,11,20,173.0,108.0,228.0,120.0
home_win,4,2,5,136.0,109.0,164.0,151.0
away_win,20,11,17,93.0,84.0,98.0,76.0
home_win,0,0,0,137.0,72.0,179.0,94.0
home_win,0,2,0,139.0,55.0,166.0,83.0
tie,6,5,1,116.0,103.0,157.0,137.0
home_win,0,1,1,122.0,118.0,143.0,83.0
home_win,6,2,6,145.0,70.0,122.0,89.0
away_win,5,0,2,175.0,111.0,178.0,135.0
away_win,0,1,0,109.0,147.0,137.0,122.0
home_win,6,1,2,223.0,130.0,125.0,138.0
home_win,1,1,0,42.0,88.0,8.0,77.0
home_win,27,2,0,32.0,20.0,5.0,39.0
away_win,0,1,0,21.0,37.0,71.0,97.0
tie,11,2,1,115.0,55.0,54.0,33.0
away_win,2,5,3,51.0,77.0,85.0,55.0
home_win,11,5,2,112.0,58.0,112.0,60.0
away_win,0,1,0,124.0,100.0,245.0,76.0
home_win,2,1,1,64.0,57.0,84.0,54.0
tie,3,14,2,102.0,79.0,160.0,151.0
home_win,2,0,1,174.0,106.0,73.0,89.0
home_win,2,0,2,209.0,104.0,136.0,108.0
tie,2,0,1,73.0,71.0,54.0,52.0
home_win,0,0,0,0.0,0.0,14.0,3.0
home_win,2,1,0,12.0,5.0,0.0,6.0
tie,8,2,5,113.0,65.0,74.0,86.0
home_win,6,3,3,127.0,79.0,126.0,79.0
tie,0,3,1,125.0,86.0,153.0,76.0
tie,8,8,6,192.0,109.0,229.0,105.0
tie,22,8,12,158.0,135.0,144.0,110.0
home_win,0,2,4,117.0,88.0,63.0,54.0
home_win,1,2,2,26.0,59.0,101.0,77.0
tie,21,9,17,106.0,121.0,117.0,87.0
home_win,8,3,5,275.0,114.0,197.0,79.0
home_win,30,9,10,78.0,66.0,71.0,59.0
home_win,0,0,0,130.0,123.0,29.0,29.0
tie,1,1,0,106.0,93.0,34.0,29.0
home_win,5,0,1,92.0,70.0,55.0,144.0
tie,18,13,7,25.0,35.0,20.0,41.0
home_win,0,0,0,7.0,10.0,0.0,0.0
home_win,3,0,0,119.0,92.0,86.0,137.0
tie,6,19,4,96.0,71.0,94.0,34.0
home_win,1,0,0,58.0,60.0,65.0,61.0
home_win,9,12,8,128.0,113.0,126.0,122.0
tie,0,8,1,280.0,171.0,128.0,64.0
home_win,7,1,2,51.0,71.0,34.0,78.0
home_win,2,11,6,47.0,66.0,114.0,77.0
away_win,0,1,0,97.0,83.0,32.0,57.0
home_win,21,10,12,122.0,97.0,105.0,79.0
away_win,2,3,1,135.0,40.0,95.0,74.0
home_win,14,4,1,250.0,184.0,153.0,299.0
tie,2,6,6,10.0,24.0,120.0,149.0
away_win,0,0,0,15.0,50.0,156.0,113.0
home_win,2,1,3,164.0,84.0,105.0,75.0
home_win,1,5,1,74.0,97.0,67.0,93.0
tie,3,3,1,115.0,98.0,176.0,69.0
home_win,4,3,8,90.0,67.0,155.0,76.0
home_win,2,24,5,27.0,53.0,67.0,26.0
tie,1,6,0,5.0,5.0,42.0,47.0
home_win,0,0,0,142.0,69.0,7.0,13.0
away_win,2,9,1,152.0,117.0,117.0,77.0
home_win,3,0,0,81.0,54.0,14.0,28.0
home_win,4,3,3,109.0,71.0,83.0,55.0
home_win,3,0,1,62.0,82.0,40.0,92.0
home_win,0,1,1,20.0,45.0,15.0,28.0
away_win,1,2,4,144.0,79.0,113.0,63.0
home_win,14,20,9,34.0,62.0,36.0,64.0
away_win,1,1,1,72.0,50.0,64.0,61.0
tie,0,2,0,19.0,28.0,174.0,100.0
away_win,0,2,0,82.0,68.0,128.0,75.0
home_win,2,0,0,246.0,71.0,207.0,127.0
home_win,3,0,0,230.0,69.0,143.0,99.0
tie,2,0,0,146.0,64.0,110.0,94.0
away_win,5,0,1,186.0,62.0,117.0,85.0
tie,14,23,5,103.0,55.0,55.0,51.0
home_win,7,1,0,94.0,18.0,23.0,103.0
home_win,0,2,1,175.0,158.0,111.0,89.0
away_win,24,13,14,116.0,125.0,135.0,150.0
home_win,2,0,0,92.0,83.0,2.0,12.0
away_win,7,0,0,101.0,92.0,72.0,137.0
home_win,3,3,0,96.0,76.0,107.0,83.0
away_win,10,5,7,151.0,114.0,134.0,117.0
tie,6,10,2,70.0,74.0,143.0,47.0
home_win,2,0,0,58.0,16.0,16.0,24.0
home_win,0,0,0,79.0,60.0,178.0,126.0
away_win,2,2,0,241.0,124.0,159.0,75.0
away_win,3,8,4,74.0,75.0,125.0,92.0
tie,0,0,0,0.0,0.0,13.0,89.0
home_win,34,20,14,108.0,124.0,99.0,120.0
home_win,1,0,0,219.0,88.0,25.0,204.0
tie,2,22,4,82.0,108.0,141.0,116.0
away_win,0,0,0,78.0,127.0,81.0,93.0
tie,6,11,9,50.0,46.0,27.0,29.0
away_win,7,20,1,88.0,130.0,124.0,90.0
home_win,9,3,0,43.0,37.0,10.0,24.0
away_win,0,0,0,16.0,22.0,69.0,51.0
tie,3,8,2,74.0,84.0,79.0,86.0
away_win,3,4,2,112.0,84.0,156.0,105.0
tie,4,10,2,16.0,16.0,55.0,62.0
tie,3,1,2,134.0,157.0,88.0,138.0
tie,1,3,4,53.0,57.0,47.0,40.0
home_win,3,4,0,131.0,88.0,149.0,106.0
tie,36,40,24,212.0,103.0,247.0,89.0
away_win,3,9,2,85.0,78.0,76.0,77.0
away_win,3,6,3,156.0,115.0,145.0,90.0
tie,2,4,2,38.0,48.0,31.0,48.0
away_win,6,12,2,18.0,45.0,54.0,61.0
home_win,8,1,6,137.0,88.0,106.0,83.0
away_win,0,1,3,145.0,61.0,305.0,114.0
home_win,9,2,6,157.0,99.0,108.0,75.0
home_win,6,1,2,126.0,76.0,62.0,80.0
home_win,11,4,11,176.0,132.0,129.0,106.0
home_win,4,17,4,136.0,99.0,183.0,121.0
home_win,3,0,0,104.0,120.0,81.0,151.0
home_win,4,2,5,129.0,103.0,130.0,69.0
home_win,0,0,0,70.0,78.0,19.0,62.0
away_win,0,2,0,1.0,2.0,7.0,9.0
away_win,3,12,5,25.0,26.0,151.0,109.0
home_win,0,0,0,118.0,88.0,191.0,87.0
home_win,2,1,0,112.0,102.0,37.0,149.0
home_win,6,0,1,169.0,83.0,50.0,62.0
home_win,2,0,1,104.0,83.0,59.0,84.0
away_win,0,4,0,41.0,99.0,90.0,102.0
home_win,4,5,2,89.0,82.0,75.0,87.0
home_win,3,1,1,82.0,99.0,92.0,140.0
tie,0,1,0,15.0,46.0,128.0,85.0
tie,0,1,0,42.0,149.0,31.0,45.0
away_win,0,0,0,79.0,65.0,65.0,17.0
away_win,0,3,0,22.0,63.0,104.0,78.0
home_win,0,0,0,40.0,60.0,10.0,8.0
home_win,0,2,0,94.0,111.0,132.0,118.0
tie,2,1,0,104.0,105.0,105.0,86.0
tie,0,2,1,33.0,32.0,65.0,44.0
away_win,0,3,1,63.0,90.0,81.0,71.0
tie,1,2,2,54.0,44.0,2.0,50.0
away_win,0,0,0,28.0,47.0,10.0,18.0
home_win,0,0,0,7.0,22.0,39.0,22.0
away_win,1,0,0,65.0,111.0,68.0,89.0
away_win,2,4,0,34.0,51.0,40.0,32.0
tie,3,3,3,37.0,30.0,45.0,40.0
away_win,0,5,0,36.0,55.0,173.0,138.0
home_win,1,0,1,86.0,59.0,16.0,98.0
away_win,16,5,1,175.0,87.0,178.0,85.0
tie,7,1,3,214.0,110.0,150.0,138.0
home_win,2,0,0,76.0,136.0,50.0,91.0
home_win,30,13,12,161.0,83.0,103.0,118.0
away_win,0,0,0,30.0,44.0,106.0,83.0
home_win,10,6,5,133.0,75.0,100.0,80.0
home_win,59,44,31,151.0,81.0,132.0,95.0
away_win,1,1,0,198.0,79.0,183.0,111.0
home_win,3,0,0,58.0,110.0,11.0,157.0
home_win,43,10,17,320.0,118.0,129.0,133.0
tie,0,0,0,182.0,74.0,239.0,66.0
home_win,5,1,2,169.0,108.0,114.0,100.0
tie,1,0,2,100.0,113.0,62.0,81.0
home_win,5,0,0,207.0,72.0,6.0,187.0
home_win,3,0,0,92.0,51.0,131.0,82.0
home_win,11,9,6,184.0,120.0,66.0,79.0
home_win,0,0,0,167.0,91.0,68.0,53.0
tie,1,4,0,120.0,64.0,56.0,69.0
away_win,28,22,17,97.0,68.0,123.0,52.0
away_win,0,2,0,106.0,110.0,193.0,106.0
away_win,30,30,6,38.0,13.0,29.0,13.0
away_win,0,1,0,68.0,77.0,104.0,78.0
home_win,0,0,1,49.0,51.0,133.0,97.0
tie,4,6,1,72.0,57.0,152.0,82.0
home_win,3,1,1,141.0,181.0,29.0,49.0
home_win,3,5,4,13.0,39.0,18.0,30.0
home_win,5,1,1,87.0,91.0,60.0,128.0
tie,4,9,5,45.0,50.0,103.0,40.0
home_win,24,5,8,56.0,62.0,28.0,32.0
home_win,7,4,2,96.0,97.0,129.0,90.0
tie,3,4,1,90.0,89.0,65.0,57.0
home_win,12,4,3,187.0,88.0,83.0,96.0
home_win,1,2,1,132.0,105.0,288.0,182.0
home_win,11,2,3,126.0,103.0,107.0,123.0
tie,2,4,0,25.0,48.0,145.0,83.0
home_win,7,0,2,131.0,86.0,26.0,92.0
away_win,0,4,0,93.0,69.0,163.0,53.0
home_win,11,5,7,77.0,125.0,83.0,144.0
home_win,0,2,1,20.0,49.0,149.0,115.0
away_win,2,0,0,145.0,78.0,277.0,189.0
away_win,0,2,1,51.0,90.0,57.0,47.0
tie,1,0,0,92.0,67.0,246.0,128.0
home_win,0,0,0,4.0,5.0,1.0,8.0
away_win,4,6,5,30.0,47.0,59.0,22.0
away_win,3,6,9,304.0,180.0,168.0,94.0
home_win,1,1,0,26.0,136.0,33.0,101.0
home_win,1,6,0,103.0,101.0,95.0,72.0
home_win,0,3,0,29.0,76.0,177.0,95.0
home_win,0,0,0,48.0,52.0,28.0,39.0
away_win,2,2,2,174.0,108.0,158.0,83.0
tie,1,3,0,67.0,70.0,129.0,89.0
away_win,0,2,0,8.0,188.0,128.0,79.0
home_win,7,1,0,307.0,98.0,195.0,173.0
home_win,1,0,1,74.0,72.0,65.0,88.0
home_win,0,0,0,15.0,20.0,8.0,20.0
home_win,0,0,0,105.0,71.0,259.0,82.0
home_win,5,1,0,149.0,87.0,70.0,95.0
away_win,0,0,0,104.0,59.0,148.0,97.0
tie,2,2,2,55.0,82.0,41.0,72.0
home_win,0,0,0,23.0,49.0,216.0,103.0
home_win,0,1,0,12.0,19.0,58.0,63.0
away_win,0,1,0,23.0,68.0,120.0,65.0
home_win,7,5,6,130.0,127.0,140.0,91.0
home_win,54,15,19,95.0,72.0,41.0,64.0
home_win,1,7,4,61.0,84.0,117.0,87.0
tie,17,19,3,95.0,90.0,201.0,108.0
home_win,0,0,0,130.0,74.0,20.0,26.0
tie,4,2,2,139.0,107.0,83.0,84.0
home_win,1,3,1,33.0,81.0,45.0,66.0
home_win,9,2,1,191.0,85.0,133.0,153.0
home_win,27,9,10,117.0,91.0,79.0,105.0
home_win,0,0,0,102.0,86.0,38.0,152.0
home_win,0,3,0,125.0,131.0,75.0,68.0
tie,7,1,4,106.0,89.0,145.0,99.0
home_win,4,0,3,54.0,96.0,24.0,66.0
home_win,5,0,0,122.0,93.0,6.0,225.0
home_win,0,0,1,140.0,87.0,241.0,122.0
away_win,0,2,1,80.0,71.0,88.0,69.0
away_win,0,1,0,86.0,103.0,134.0,136.0
away_win,0,0,0,11.0,28.0,26.0,24.0
home_win,0,2,0,39.0,36.0,40.0,46.0
away_win,0,4,1,119.0,84.0,185.0,63.0
tie,3,1,4,195.0,81.0,162.0,120.0
home_win,2,3,1,171.0,123.0,139.0,116.0
tie,3,29,2,71.0,66.0,90.0,121.0
tie,16,6,1,204.0,85.0,188.0,83.0
home_win,0,0,0,98.0,108.0,162.0,143.0
home_win,2,1,0,105.0,108.0,78.0,109.0
home_win,3,4,1,79.0,69.0,67.0,90.0
away_win,6,12,2,22.0,25.0,39.0,19.0
away_win,19,4,4,88.0,160.0,100.0,120.0
away_win,0,1,0,125.0,128.0,71.0,55.0
away_win,4,3,2,105.0,71.0,55.0,42.0
home_win,1,3,0,20.0,89.0,24.0,52.0
away_win,0,0,0,1.0,3.0,35.0,30.0
home_win,1,0,2,61.0,56.0,79.0,73.0
away_win,0,1,0,30.0,108.0,76.0,76.0
away_win,1,2,3,167.0,88.0,149.0,53.0
away_win,3,1,0,238.0,75.0,205.0,86.0
away_win,14,2,2,100.0,45.0,51.0,73.0
away_win,1,9,2,83.0,90.0,210.0,122.0
home_win,0,0,0,83.0,66.0,64.0,67.0
away_win,0,1,0,107.0,84.0,151.0,101.0
away_win,1,2,0,148.0,104.0,157.0,118.0
home_win,0,0,0,24.0,32.0,21.0,38.0
home_win,6,1,0,196.0,82.0,20.0,46.0
home_win,13,1,2,149.0,147.0,65.0,60.0
home_win,0,0,0,127.0,134.0,144.0,79.0
away_win,17,25,8,220.0,108.0,111.0,77.0
home_win,15,8,5,225.0,112.0,175.0,70.0
away_win,0,2,0,11.0,23.0,88.0,65.0
away_win,0,7,1,93.0,139.0,116.0,68.0
home_win,1,0,0,9.0,0.0,22.0,30.0
home_win,0,0,0,103.0,60.0,124.0,56.0
away_win,0,0,0,72.0,64.0,32.0,22.0
tie,0,1,0,210.0,236.0,77.0,37.0
home_win,0,5,0,83.0,68.0,73.0,8.0
away_win,16,8,5,189.0,79.0,172.0,68.0
tie,3,0,4,137.0,107.0,28.0,46.0
tie,0,0,0,145.0,66.0,117.0,46.0
away_win,1,0,0,13.0,12.0,1.0,3.0
tie,1,2,0,8.0,31.0,45.0,89.0
home_win,1,0,0,35.0,43.0,11.0,39.0
home_win,0,7,0,15.0,50.0,30.0,77.0
tie,1,7,3,149.0,283.0,222.0,213.0
home_win,1,0,0,8.0,3.0,4.0,8.0
home_win,3,0,0,177.0,87.0,52.0,75.0
home_win,12,12,2,89.0,108.0,207.0,115.0
away_win,3,13,2,130.0,89.0,270.0,115.0
tie,1,6,4,49.0,46.0,131.0,84.0
away_win,0,0,0,217.0,100.0,252.0,89.0
away_win,9,4,10,67.0,71.0,93.0,66.0
away_win,0,4,1,96.0,91.0,239.0,74.0
away_win,1,1,3,63.0,78.0,72.0,72.0
tie,0,0,0,185.0,154.0,172.0,113.0
tie,0,7,4,75.0,89.0,103.0,102.0
away_win,0,4,0,32.0,100.0,152.0,101.0
away_win,0,4,2,150.0,98.0,220.0,117.0
tie,1,2,0,52.0,62.0,178.0,99.0
away_win,4,3,6,54.0,95.0,71.0,82.0
home_win,3,1,0,186.0,88.0,123.0,111.0
tie,1,4,0,97.0,65.0,100.0,117.0
home_win,0,1,1,22.0,45.0,52.0,93.0
away_win,1,9,1,54.0,48.0,121.0,67.0
tie,8,14,8,144.0,120.0,149.0,138.0
tie,0,0,1,50.0,63.0,20.0,59.0
tie,0,6,2,76.0,90.0,142.0,57.0
away_win,1,6,1,7.0,74.0,121.0,144.0
away_win,6,49,9,37.0,133.0,127.0,80.0
Error,1,0,1,174.0,59.0,88.0,46.0
away_win,0,0,0,70.0,131.0,119.0,77.0
home_win,1,1,1,80.0,77.0,122.0,91.0
tie,4,6,6,113.0,83.0,160.0,65.0
home_win,7,5,2,172.0,86.0,136.0,109.0
tie,0,0,0,3.0,26.0,7.0,5.0
home_win,4,2,1,14.0,3.0,39.0,14.0
away_win,0,1,1,83.0,121.0,168.0,79.0
tie,0,0,0,24.0,21.0,122.0,82.0
tie,0,1,0,141.0,97.0,31.0,36.0
away_win,1,3,0,173.0,112.0,125.0,107.0
home_win,0,1,1,140.0,153.0,200.0,134.0
home_win,0,0,0,66.0,58.0,81.0,61.0
away_win,3,10,1,161.0,96.0,153.0,78.0
home_win,13,0,2,179.0,84.0,67.0,67.0
away_win,8,11,9,220.0,131.0,200.0,186.0
home_win,0,0,0,6.0,32.0,8.0,35.0
tie,3,4,0,92.0,58.0,67.0,48.0
tie,5,1,7,136.0,97.0,58.0,59.0
tie,42,50,8,76.0,47.0,86.0,36.0
away_win,0,0,0,93.0,63.0,106.0,54.0
home_win,9,13,12,148.0,116.0,183.0,168.0
tie,5,0,0,131.0,57.0,73.0,92.0
home_win,7,7,5,111.0,103.0,70.0,63.0
home_win,3,0,0,145.0,74.0,63.0,76.0
home_win,1,1,1,145.0,113.0,77.0,85.0
home_win,1,2,3,152.0,52.0,123.0,73.0
tie,8,2,7,113.0,79.0,83.0,85.0
away_win,0,0,0,109.0,101.0,253.0,73.0
home_win,1,0,0,118.0,98.0,7.0,38.0
away_win,0,1,0,40.0,47.0,24.0,75.0
away_win,12,58,19,39.0,61.0,132.0,53.0
home_win,0,0,0,201.0,123.0,68.0,75.0
home_win,6,8,3,39.0,33.0,119.0,78.0
home_win,1,0,0,102.0,101.0,56.0,110.0
away_win,4,2,2,149.0,95.0,156.0,86.0
tie,0,2,0,77.0,45.0,56.0,60.0
away_win,5,9,1,43.0,97.0,77.0,89.0
