Target,h2h_home_wins,h2h_away_wins,h2h_ties,home_scored,home_conceded,away_scored,away_conceded
tie,22,16,7,100.0,132.0,63.0,169.0
tie,0,4,0,17.0,90.0,17.0,27.0
away_win,2,7,2,204.0,170.0,269.0,169.0
home_win,1,1,0,19.0,28.0,103.0,112.0
away_win,8,9,11,47.0,80.0,43.0,112.0
away_win,5,0,1,147.0,49.0,84.0,88.0
home_win,8,3,2,26.0,27.0,14.0,37.0
home_win,4,2,4,87.0,109.0,30.0,79.0
away_win,0,0,1,85.0,140.0,117.0,79.0
home_win,1,0,1,41.0,124.0,16.0,63.0
home_win,2,1,0,124.0,66.0,222.0,167.0
away_win,5,5,4,65.0,90.0,200.0,127.0
tie,2,2,1,89.0,108.0,17.0,17.0
home_win,0,3,0,97.0,59.0,161.0,82.0
tie,0,0,0,129.0,124.0,4.0,6.0
home_win,3,10,5,133.0,133.0,59.0,72.0
home_win,0,3,0,75.0,48.0,37.0,33.0
tie,1,13,1,90.0,114.0,201.0,82.0
away_win,1,4,2,101.0,75.0,115.0,66.0
away_win,0,4,0,11.0,245.0,111.0,90.0
home_win,0,2,0,9.0,39.0,15.0,40.0
home_win,2,1,5,101.0,69.0,153.0,95.0
away_win,3,13,6,236.0,198.0,162.0,132.0
tie,1,0,0,19.0,50.0,24.0,59.0
home_win,1,0,0,82.0,75.0,90.0,169.0
away_win,4,3,3,164.0,106.0,186.0,105.0
tie,0,0,1,14.0,6.0,136.0,85.0
away_win,0,0,0,42.0,77.0,97.0,97.0
home_win,4,2,1,85.0,35.0,76.0,86.0
tie,0,0,0,111.0,150.0,38.0,90.0
tie,0,1,1,30.0,29.0,48.0,36.0
away_win,7,12,6,96.0,22.0,76.0,41.0
away_win,0,3,0,75.0,124.0,155.0,140.0
home_win,8,0,0,113.0,63.0,22.0,74.0
tie,0,4,1,81.0,165.0,106.0,151.0
away_win,1,5,0,127.0,91.0,166.0,101.0
home_win,5,4,0,41.0,26.0,24.0,57.0
tie,6,3,2,148.0,58.0,118.0,59.0
home_win,6,1,2,206.0,107.0,79.0,65.0
away_win,9,11,7,180.0,216.0,210.0,212.0
away_win,0,1,0,24.0,174.0,65.0,84.0
home_win,2,0,0,51.0,24.0,13.0,32.0
home_win,2,0,1,206.0,130.0,89.0,131.0
tie,1,2,0,23.0,28.0,64.0,67.0
home_win,2,0,0,244.0,110.0,172.0,147.0
home_win,3,4,4,152.0,85.0,138.0,83.0
home_win,19,5,5,205.0,130.0,80.0,107.0
away_win,5,12,3,115.0,127.0,109.0,69.0
home_win,46,14,15,115.0,95.0,59.0,76.0
tie,2,1,2,151.0,98.0,73.0,116.0
away_win,2,0,1,127.0,66.0,214.0,114.0
away_win,0,1,0,19.0,15.0,98.0,89.0
home_win,1,7,2,99.0,81.0,122.0,81.0
away_win,0,0,0,88.0,134.0,51.0,75.0
away_win,2,3,2,158.0,128.0,221.0,110.0
tie,2,4,0,35.0,49.0,22.0,38.0
home_win,0,0,1,73.0,43.0,41.0,17.0
tie,3,0,0,119.0,183.0,16.0,67.0
home_win,0,0,0,92.0,114.0,83.0,104.0
away_win,2,5,3,121.0,96.0,128.0,103.0
away_win,3,15,4,83.0,113.0,130.0,133.0
home_win,10,2,3,149.0,109.0,90.0,89.0
tie,1,3,2,37.0,144.0,111.0,97.0
away_win,13,30,7,53.0,59.0,133.0,61.0
tie,0,0,1,98.0,64.0,105.0,216.0
home_win,1,0,0,152.0,106.0,7.0,143.0
home_win,2,0,1,127.0,63.0,131.0,104.0
away_win,1,5,0,218.0,126.0,212.0,137.0
away_win,0,0,0,37.0,66.0,263.0,77.0
home_win,14,13,6,104.0,124.0,68.0,77.0
tie,14,14,17,122.0,110.0,96.0,127.0
home_win,2,2,0,37.0,44.0,18.0,42.0
tie,1,4,1,57.0,183.0,72.0,99.0
home_win,15,27,14,145.0,143.0,198.0,174.0
tie,1,13,0,7.0,32.0,52.0,42.0
tie,0,0,0,65.0,59.0,75.0,90.0
home_win,2,0,1,74.0,76.0,57.0,95.0
tie,8,11,10,94.0,76.0,123.0,118.0
home_win,1,0,0,124.0,75.0,10.0,144.0
home_win,9,1,3,173.0,133.0,103.0,107.0
home_win,1,3,2,109.0,121.0,119.0,95.0
home_win,1,0,1,105.0,103.0,24.0,55.0
tie,0,6,2,171.0,105.0,225.0,89.0
away_win,15,9,10,69.0,156.0,92.0,130.0
away_win,0,0,0,70.0,106.0,50.0,70.0
home_win,0,1,0,149.0,110.0,64.0,115.0
away_win,0,1,0,32.0,123.0,134.0,92.0
home_win,0,0,0,25.0,52.0,142.0,112.0
home_win,0,1,1,182.0,123.0,228.0,147.0
away_win,4,9,5,34.0,31.0,75.0,36.0
home_win,2,8,1,113.0,72.0,27.0,56.0
home_win,10,7,9,132.0,107.0,109.0,100.0
home_win,1,3,0,104.0,89.0,25.0,28.0
away_win,15,49,16,55.0,84.0,101.0,73.0
home_win,1,6,1,106.0,90.0,159.0,112.0
home_win,3,0,0,107.0,52.0,13.0,45.0
tie,1,0,0,81.0,153.0,47.0,73.0
tie,3,12,5,56.0,47.0,123.0,59.0
tie,0,1,0,0.0,5.0,29.0,90.0
home_win,0,0,0,24.0,23.0,9.0,21.0
tie,1,0,0,146.0,143.0,23.0,29.0
home_win,0,0,0,65.0,96.0,63.0,53.0
home_win,4,1,0,258.0,144.0,142.0,99.0
tie,0,0,2,7.0,19.0,14.0,12.0
tie,0,0,1,114.0,98.0,124.0,93.0
home_win,3,0,0,111.0,71.0,41.0,74.0
home_win,2,0,0,156.0,69.0,9.0,34.0
home_win,3,0,2,156.0,85.0,126.0,88.0
home_win,0,0,0,41.0,46.0,1.0,3.0
home_win,0,0,0,151.0,117.0,51.0,74.0
home_win,9,6,2,72.0,77.0,119.0,83.0
home_win,6,1,2,49.0,34.0,48.0,91.0
home_win,1,0,0,196.0,140.0,238.0,117.0
home_win,1,2,1,124.0,122.0,9.0,13.0
home_win,3,1,6,141.0,62.0,115.0,134.0
tie,0,0,1,97.0,161.0,135.0,125.0
home_win,2,5,0,6.0,24.0,16.0,23.0
tie,1,1,2,104.0,55.0,94.0,80.0
home_win,8,6,5,238.0,140.0,81.0,106.0
tie,0,1,0,40.0,66.0,103.0,96.0
home_win,1,0,1,211.0,97.0,15.0,26.0
away_win,3,10,5,25.0,27.0,106.0,63.0
home_win,3,0,0,105.0,114.0,12.0,116.0
tie,8,2,5,123.0,67.0,93.0,42.0
home_win,0,3,0,12.0,12.0,8.0,5.0
home_win,4,5,3,20.0,99.0,53.0,109.0
home_win,2,4,0,81.0,97.0,127.0,159.0
tie,1,0,0,26.0,150.0,79.0,109.0
tie,0,1,1,75.0,95.0,95.0,94.0
home_win,4,18,5,97.0,137.0,210.0,164.0
home_win,13,7,5,185.0,85.0,132.0,117.0
tie,1,1,0,56.0,67.0,20.0,45.0
home_win,8,9,7,227.0,122.0,138.0,123.0
tie,1,0,0,134.0,80.0,44.0,45.0
tie,3,7,1,168.0,59.0,165.0,68.0
home_win,0,0,0,76.0,49.0,134.0,123.0
home_win,4,0,0,132.0,108.0,84.0,117.0
away_win,0,3,0,11.0,24.0,89.0,155.0
tie,29,29,16,104.0,62.0,104.0,81.0
home_win,2,13,1,58.0,141.0,88.0,114.0
home_win,3,7,0,123.0,126.0,115.0,87.0
away_win,0,1,0,40.0,76.0,90.0,77.0
tie,0,1,0,146.0,114.0,264.0,121.0
away_win,0,3,0,51.0,64.0,99.0,44.0
home_win,1,1,0,74.0,73.0,80.0,114.0
away_win,5,1,2,28.0,33.0,84.0,90.0
away_win,2,6,1,73.0,54.0,173.0,91.0
home_win,26,6,9,19.0,35.0,20.0,50.0
away_win,0,5,0,22.0,35.0,118.0,73.0
tie,0,1,0,5.0,39.0,8.0,12.0
home_win,1,0,1,101.0,63.0,109.0,90.0
home_win,2,1,2,103.0,66.0,139.0,104.0
home_win,4,0,0,64.0,77.0,14.0,32.0
away_win,0,1,0,21.0,21.0,79.0,102.0
home_win,1,0,0,190.0,102.0,96.0,79.0
home_win,0,2,1,106.0,85.0,189.0,115.0
home_win,3,1,2,99.0,109.0,23.0,144.0
home_win,5,2,0,83.0,126.0,147.0,115.0
home_win,0,0,0,90.0,57.0,38.0,37.0
tie,1,4,1,38.0,52.0,82.0,22.0
home_win,0,2,1,122.0,98.0,183.0,78.0
home_win,2,4,5,115.0,92.0,130.0,74.0
away_win,4,9,2,98.0,167.0,154.0,145.0
home_win,7,10,4,150.0,160.0,238.0,201.0
home_win,5,0,1,154.0,89.0,21.0,40.0
away_win,4,11,5,64.0,89.0,93.0,97.0
home_win,26,5,7,160.0,76.0,39.0,52.0
tie,11,12,5,117.0,44.0,65.0,74.0
home_win,7,0,2,125.0,98.0,59.0,121.0
home_win,0,0,4,46.0,80.0,108.0,78.0
home_win,0,0,0,37.0,36.0,157.0,110.0
home_win,37,5,11,140.0,99.0,90.0,92.0
away_win,0,0,0,4.0,10.0,96.0,90.0
tie,0,1,2,89.0,99.0,108.0,92.0
away_win,4,13,5,72.0,87.0,158.0,118.0
away_win,7,5,12,171.0,119.0,89.0,115.0
home_win,0,3,0,313.0,126.0,149.0,74.0
home_win,1,1,1,45.0,21.0,11.0,10.0
tie,0,1,1,36.0,15.0,186.0,98.0
home_win,17,4,1,255.0,120.0,106.0,88.0
home_win,4,1,1,136.0,90.0,150.0,93.0
tie,22,19,8,119.0,130.0,86.0,107.0
away_win,0,7,2,45.0,56.0,112.0,59.0
tie,0,1,0,20.0,37.0,133.0,95.0
home_win,2,1,4,77.0,89.0,93.0,90.0
home_win,1,0,2,21.0,38.0,6.0,8.0
tie,8,2,1,60.0,70.0,36.0,95.0
away_win,5,5,6,144.0,87.0,146.0,104.0
home_win,4,1,5,126.0,70.0,106.0,168.0
home_win,3,0,0,109.0,70.0,71.0,113.0
home_win,0,0,0,21.0,33.0,9.0,5.0
home_win,0,0,0,171.0,122.0,125.0,110.0
home_win,16,0,0,203.0,115.0,135.0,152.0
tie,7,8,3,169.0,91.0,65.0,41.0
home_win,0,0,0,214.0,140.0,74.0,131.0
away_win,1,2,1,77.0,80.0,57.0,56.0
home_win,20,6,6,231.0,148.0,109.0,154.0
home_win,2,1,0,123.0,51.0,28.0,119.0
home_win,9,2,2,122.0,78.0,90.0,163.0
away_win,0,2,0,49.0,40.0,163.0,68.0
tie,5,7,2,103.0,83.0,44.0,59.0
home_win,5,2,0,225.0,133.0,207.0,90.0
home_win,0,0,0,328.0,100.0,20.0,68.0
away_win,1,3,0,133.0,116.0,107.0,65.0
away_win,0,0,0,29.0,159.0,106.0,104.0
home_win,2,6,0,72.0,103.0,132.0,99.0
away_win,2,11,1,46.0,125.0,171.0,91.0
tie,6,29,11,102.0,76.0,193.0,78.0
home_win,1,1,0,198.0,74.0,211.0,123.0
away_win,0,1,0,106.0,76.0,37.0,10.0
away_win,5,0,2,148.0,75.0,44.0,78.0
away_win,18,19,19,142.0,159.0,157.0,134.0
home_win,2,0,0,212.0,66.0,41.0,121.0
tie,1,0,0,61.0,98.0,54.0,105.0
home_win,24,2,4,243.0,82.0,133.0,104.0
home_win,0,2,1,83.0,73.0,211.0,168.0
away_win,0,2,0,54.0,54.0,99.0,73.0
tie,0,1,0,30.0,53.0,160.0,88.0
home_win,9,5,1,202.0,236.0,138.0,290.0
away_win,0,12,4,44.0,61.0,87.0,92.0
away_win,1,6,1,113.0,161.0,127.0,123.0
away_win,0,6,3,153.0,118.0,227.0,111.0
tie,0,0,0,27.0,155.0,76.0,73.0
home_win,2,0,0,99.0,117.0,14.0,127.0
home_win,2,0,0,45.0,111.0,54.0,185.0
tie,0,0,0,98.0,108.0,74.0,34.0
tie,4,8,1,81.0,68.0,201.0,109.0
tie,2,3,2,40.0,26.0,61.0,97.0
home_win,6,0,0,108.0,118.0,21.0,148.0
away_win,15,10,10,96.0,104.0,136.0,79.0
away_win,5,4,6,124.0,95.0,221.0,82.0
home_win,5,2,0,130.0,67.0,167.0,121.0
tie,0,3,1,124.0,86.0,116.0,94.0
tie,1,6,5,113.0,78.0,219.0,123.0
away_win,0,1,0,10.0,78.0,39.0,57.0
home_win,3,11,2,110.0,110.0,186.0,152.0
tie,0,1,0,74.0,119.0,33.0,68.0
home_win,5,3,7,135.0,99.0,166.0,138.0
home_win,5,4,3,62.0,51.0,71.0,59.0
away_win,0,0,3,127.0,61.0,300.0,123.0
home_win,16,2,0,46.0,18.0,8.0,42.0
home_win,0,0,0,45.0,33.0,21.0,12.0
home_win,5,0,0,54.0,71.0,8.0,28.0
home_win,7,12,2,67.0,48.0,105.0,75.0
tie,0,1,1,14.0,17.0,20.0,11.0
home_win,0,0,0,89.0,90.0,63.0,70.0
home_win,1,0,1,192.0,97.0,116.0,88.0
home_win,3,11,4,102.0,106.0,123.0,111.0
tie,2,6,2,103.0,116.0,100.0,107.0
away_win,0,1,0,12.0,7.0,102.0,45.0
home_win,5,1,3,124.0,98.0,79.0,60.0
home_win,4,0,0,62.0,38.0,8.0,27.0
tie,3,0,1,141.0,68.0,71.0,128.0
away_win,4,2,0,15.0,102.0,28.0,69.0
home_win,1,5,0,123.0,83.0,101.0,90.0
home_win,3,1,1,95.0,73.0,116.0,69.0
home_win,6,5,3,136.0,66.0,111.0,128.0
home_win,1,3,1,39.0,50.0,40.0,39.0
home_win,2,0,1,51.0,53.0,18.0,19.0
tie,2,0,2,95.0,94.0,4.0,11.0
tie,0,0,0,139.0,165.0,52.0,83.0
away_win,0,3,0,52.0,57.0,115.0,91.0
away_win,1,3,0,10.0,40.0,36.0,66.0
home_win,13,1,3,180.0,51.0,134.0,98.0
home_win,4,12,3,23.0,53.0,70.0,102.0
home_win,1,0,2,88.0,78.0,111.0,116.0
home_win,2,1,1,77.0,108.0,59.0,17.0
away_win,0,1,0,74.0,44.0,57.0,32.0
home_win,16,6,10,169.0,107.0,67.0,104.0
away_win,0,1,0,41.0,77.0,65.0,38.0
home_win,28,24,11,137.0,69.0,138.0,128.0
home_win,13,23,12,63.0,153.0,119.0,123.0
home_win,2,7,1,37.0,39.0,93.0,63.0
tie,5,2,3,116.0,108.0,39.0,59.0
home_win,1,0,0,8.0,17.0,0.0,4.0
home_win,0,0,1,95.0,54.0,14.0,14.0
home_win,8,4,1,122.0,109.0,70.0,158.0
home_win,0,0,1,160.0,55.0,58.0,48.0
tie,0,0,0,9.0,16.0,46.0,33.0
tie,0,2,2,22.0,31.0,79.0,57.0
home_win,1,1,2,59.0,119.0,79.0,121.0
away_win,5,6,6,145.0,86.0,145.0,126.0
away_win,1,3,2,20.0,40.0,124.0,106.0
home_win,3,0,1,141.0,72.0,100.0,73.0
home_win,0,0,0,9.0,36.0,2.0,50.0
tie,2,10,2,70.0,86.0,124.0,78.0
away_win,3,0,1,182.0,115.0,257.0,163.0
home_win,0,0,1,7.0,15.0,5.0,37.0
home_win,0,0,0,224.0,123.0,58.0,75.0
away_win,1,1,0,39.0,43.0,59.0,50.0
home_win,2,0,0,92.0,46.0,65.0,43.0
home_win,5,11,3,191.0,65.0,153.0,75.0
home_win,0,1,0,54.0,101.0,97.0,109.0
home_win,0,0,0,7.0,32.0,35.0,85.0
home_win,3,6,6,208.0,95.0,125.0,63.0
tie,2,2,1,105.0,130.0,75.0,124.0
home_win,4,0,2,196.0,83.0,153.0,86.0
away_win,0,2,0,83.0,57.0,99.0,74.0
home_win,0,0,0,66.0,58.0,58.0,49.0
home_win,7,1,3,236.0,103.0,53.0,65.0
away_win,0,0,0,0.0,0.0,27.0,26.0
away_win,0,4,1,69.0,46.0,115.0,72.0
home_win,2,0,0,97.0,84.0,34.0,83.0
home_win,17,13,7,240.0,80.0,215.0,88.0
tie,0,3,1,28.0,98.0,109.0,79.0
home_win,0,2,1,93.0,69.0,93.0,96.0
tie,0,1,1,226.0,125.0,88.0,103.0
tie,1,1,2,85.0,71.0,111.0,97.0
away_win,8,2,4,173.0,89.0,151.0,81.0
away_win,0,3,1,32.0,48.0,163.0,87.0
away_win,1,4,1,142.0,124.0,80.0,52.0
home_win,6,4,4,64.0,82.0,95.0,99.0
home_win,12,0,3,114.0,73.0,97.0,95.0
home_win,1,0,0,25.0,21.0,20.0,12.0
tie,3,10,6,145.0,106.0,118.0,97.0
away_win,3,3,3,35.0,35.0,90.0,64.0
home_win,0,1,0,21.0,51.0,49.0,69.0
away_win,0,3,0,37.0,119.0,158.0,86.0
home_win,0,0,0,56.0,74.0,139.0,72.0
tie,0,0,0,1.0,2.0,45.0,27.0
home_win,1,4,1,45.0,50.0,127.0,81.0
home_win,1,4,3,40.0,45.0,77.0,56.0
home_win,2,0,1,190.0,64.0,80.0,138.0
home_win,2,0,0,63.0,76.0,9.0,164.0
away_win,0,3,0,1.0,26.0,34.0,24.0
home_win,10,10,2,295.0,145.0,138.0,116.0
home_win,9,6,9,270.0,134.0,121.0,109.0
home_win,2,0,0,211.0,174.0,6.0,32.0
away_win,15,22,16,111.0,162.0,218.0,144.0
away_win,0,0,0,8.0,14.0,8.0,5.0
away_win,2,1,1,93.0,98.0,64.0,102.0
away_win,6,29,18,118.0,125.0,217.0,130.0
tie,0,0,0,15.0,70.0,9.0,15.0
tie,3,4,3,45.0,84.0,56.0,86.0
tie,0,0,0,13.0,6.0,42.0,60.0
home_win,1,0,0,85.0,71.0,85.0,84.0
home_win,3,4,11,92.0,73.0,106.0,69.0
home_win,3,0,2,187.0,63.0,173.0,113.0
home_win,0,0,0,58.0,80.0,83.0,74.0
tie,3,2,0,49.0,135.0,77.0,81.0
home_win,10,14,6,100.0,112.0,113.0,131.0
home_win,1,0,1,67.0,111.0,54.0,59.0
tie,1,1,1,123.0,42.0,43.0,49.0
home_win,6,3,6,58.0,40.0,124.0,86.0
home_win,2,4,3,60.0,33.0,176.0,88.0
home_win,8,2,1,176.0,71.0,54.0,41.0
home_win,4,18,4,56.0,62.0,22.0,16.0
tie,0,1,0,11.0,55.0,49.0,106.0
home_win,42,16,18,179.0,113.0,178.0,121.0
home_win,0,1,0,42.0,111.0,105.0,97.0
tie,2,1,6,197.0,78.0,63.0,66.0
tie,0,0,0,56.0,100.0,70.0,60.0
away_win,0,0,0,45.0,42.0,3.0,5.0
home_win,2,1,0,45.0,73.0,50.0,88.0
home_win,1,0,0,175.0,84.0,131.0,60.0
away_win,0,8,2,114.0,81.0,224.0,131.0
home_win,0,0,1,76.0,66.0,76.0,106.0
home_win,5,0,0,21.0,103.0,0.0,0.0
home_win,1,0,0,133.0,80.0,69.0,85.0
home_win,0,0,0,50.0,94.0,63.0,91.0
home_win,0,0,1,169.0,43.0,132.0,86.0
tie,7,23,16,77.0,99.0,99.0,61.0
tie,2,0,0,146.0,65.0,105.0,85.0
home_win,21,6,9,226.0,145.0,67.0,74.0
tie,2,3,0,111.0,93.0,105.0,94.0
home_win,4,8,1,72.0,164.0,40.0,103.0
tie,8,0,1,136.0,85.0,25.0,30.0
away_win,0,0,0,0.0,3.0,38.0,15.0
away_win,9,5,4,164.0,83.0,132.0,99.0
tie,1,0,0,16.0,14.0,7.0,21.0
home_win,0,1,1,135.0,100.0,29.0,43.0
away_win,21,6,6,196.0,134.0,95.0,128.0
home_win,0,0,0,0.0,0.0,80.0,211.0
home_win,3,4,0,107.0,224.0,147.0,192.0
away_win,0,6,0,37.0,62.0,149.0,150.0
away_win,2,0,0,22.0,21.0,9.0,13.0
tie,0,0,1,24.0,29.0,79.0,129.0
home_win,1,5,0,133.0,95.0,229.0,90.0
away_win,10,36,9,131.0,113.0,133.0,93.0
home_win,0,0,0,90.0,73.0,11.0,24.0
tie,7,1,0,144.0,74.0,111.0,67.0
home_win,4,0,0,143.0,99.0,53.0,176.0
home_win,12,3,7,111.0,95.0,82.0,113.0
home_win,2,1,1,104.0,101.0,35.0,49.0
away_win,20,24,14,95.0,97.0,102.0,94.0
away_win,13,46,22,96.0,75.0,93.0,68.0
away_win,1,2,0,117.0,82.0,117.0,85.0
away_win,0,7,0,69.0,78.0,224.0,95.0
home_win,0,0,0,31.0,25.0,55.0,65.0
home_win,13,9,7,137.0,83.0,115.0,51.0
home_win,6,3,5,232.0,132.0,225.0,74.0
tie,7,4,5,171.0,53.0,145.0,98.0
home_win,3,0,2,76.0,98.0,58.0,76.0
tie,2,1,2,124.0,88.0,133.0,96.0
home_win,4,5,7,51.0,90.0,135.0,137.0
tie,13,6,11,72.0,37.0,67.0,64.0
away_win,17,8,10,86.0,92.0,86.0,141.0
away_win,0,3,0,64.0,97.0,93.0,90.0
home_win,0,0,1,51.0,22.0,3.0,13.0
away_win,2,7,5,36.0,55.0,110.0,111.0
away_win,0,3,3,13.0,90.0,16.0,70.0
away_win,0,0,1,82.0,92.0,210.0,68.0
home_win,3,1,1,321.0,185.0,126.0,138.0
away_win,8,1,0,122.0,90.0,60.0,113.0
home_win,0,1,0,29.0,45.0,101.0,123.0
tie,1,0,0,119.0,118.0,121.0,114.0
away_win,1,7,4,39.0,60.0,176.0,126.0
tie,1,4,0,92.0,83.0,132.0,93.0
home_win,1,7,0,146.0,116.0,217.0,122.0
home_win,9,1,6,152.0,81.0,159.0,105.0
tie,0,0,0,206.0,121.0,96.0,70.0
home_win,4,0,2,171.0,59.0,83.0,51.0
tie,1,0,0,105.0,93.0,70.0,94.0
tie,2,0,2,124.0,87.0,61.0,91.0
tie,4,2,4,73.0,127.0,164.0,213.0
away_win,0,2,1,55.0,87.0,119.0,52.0
home_win,11,9,1,29.0,27.0,28.0,41.0
away_win,2,2,2,75.0,63.0,73.0,66.0
tie,2,1,1,136.0,82.0,161.0,86.0
home_win,0,1,1,76.0,81.0,56.0,65.0
home_win,0,0,1,9.0,23.0,22.0,41.0
away_win,0,0,0,63.0,105.0,62.0,54.0
home_win,1,8,1,42.0,112.0,97.0,83.0
home_win,2,13,6,215.0,195.0,192.0,137.0
home_win,55,13,11,77.0,65.0,41.0,40.0
home_win,1,1,0,4.0,3.0,0.0,0.0
tie,9,3,1,99.0,81.0,27.0,48.0
home_win,12,0,0,298.0,104.0,40.0,154.0
away_win,6,4,6,158.0,109.0,181.0,87.0
home_win,1,4,1,121.0,99.0,120.0,79.0
home_win,3,0,0,80.0,67.0,5.0,114.0
away_win,1,1,1,16.0,137.0,41.0,142.0
tie,16,15,10,86.0,114.0,41.0,54.0
home_win,1,0,0,25.0,37.0,18.0,24.0
home_win,3,1,1,80.0,86.0,72.0,125.0
home_win,18,2,2,111.0,103.0,82.0,175.0
tie,2,3,1,185.0,80.0,237.0,135.0
home_win,2,2,3,59.0,83.0,68.0,104.0
home_win,1,0,0,85.0,89.0,62.0,125.0
away_win,0,0,0,74.0,77.0,89.0,85.0
home_win,3,1,0,97.0,98.0,126.0,144.0
home_win,0,0,1,77.0,63.0,81.0,120.0
home_win,0,0,2,123.0,104.0,81.0,62.0
tie,41,13,12,95.0,56.0,45.0,67.0
tie,5,13,6,181.0,146.0,165.0,134.0
away_win,14,2,5,305.0,183.0,84.0,101.0
tie,9,8,8,55.0,114.0,51.0,96.0
home_win,1,0,0,22.0,20.0,87.0,26.0
away_win,5,20,2,76.0,123.0,183.0,84.0
home_win,0,0,1,194.0,82.0,78.0,72.0
away_win,0,4,1,13.0,128.0,96.0,72.0
home_win,0,1,0,236.0,112.0,38.0,43.0
tie,3,1,2,147.0,102.0,79.0,57.0
tie,3,5,2,214.0,143.0,175.0,127.0
tie,5,18,6,109.0,155.0,201.0,165.0
away_win,6,24,7,66.0,118.0,145.0,125.0
home_win,22,3,5,264.0,81.0,92.0,156.0
tie,4,4,7,30.0,33.0,65.0,36.0
home_win,9,2,3,206.0,68.0,152.0,84.0
away_win,2,2,4,125.0,97.0,152.0,118.0
home_win,0,1,2,133.0,81.0,115.0,88.0
tie,1,4,3,109.0,112.0,110.0,84.0
away_win,39,44,25,28.0,45.0,56.0,26.0
home_win,9,2,1,113.0,55.0,61.0,36.0
away_win,0,0,0,129.0,118.0,332.0,113.0
away_win,0,10,2,80.0,46.0,55.0,41.0
away_win,2,1,0,8.0,6.0,21.0,11.0
tie,0,0,0,18.0,12.0,99.0,60.0
home_win,0,0,0,110.0,84.0,189.0,119.0
away_win,0,2,0,83.0,128.0,10.0,7.0
home_win,0,0,1,75.0,19.0,34.0,31.0
away_win,2,13,6,111.0,105.0,170.0,89.0
home_win,2,7,1,144.0,89.0,81.0,45.0
home_win,3,0,0,94.0,60.0,2.0,36.0
home_win,2,1,0,24.0,37.0,37.0,30.0
home_win,0,1,0,67.0,56.0,102.0,72.0
away_win,1,1,1,101.0,93.0,19.0,10.0
home_win,2,0,1,87.0,49.0,13.0,98.0
away_win,1,7,5,17.0,95.0,67.0,107.0
home_win,7,9,9,41.0,38.0,61.0,55.0
home_win,1,1,1,148.0,68.0,275.0,192.0
home_win,1,1,1,77.0,132.0,89.0,150.0
away_win,4,2,2,137.0,74.0,127.0,96.0
home_win,0,0,0,29.0,22.0,0.0,0.0
home_win,10,1,2,134.0,72.0,39.0,90.0
home_win,3,0,0,95.0,60.0,2.0,46.0
home_win,6,7,0,85.0,91.0,215.0,67.0
away_win,1,7,0,279.0,175.0,287.0,183.0
home_win,1,4,1,219.0,119.0,163.0,109.0
Error,0,2,0,214.0,85.0,179.0,66.0
tie,1,1,0,82.0,65.0,60.0,83.0
away_win,6,19,4,9.0,23.0,78.0,103.0
away_win,2,0,0,259.0,151.0,163.0,65.0
tie,4,5,0,226.0,99.0,144.0,119.0
home_win,0,2,0,249.0,95.0,118.0,74.0
away_win,0,0,0,14.0,33.0,81.0,106.0
away_win,1,2,0,57.0,75.0,68.0,57.0
tie,4,4,1,107.0,88.0,45.0,48.0
home_win,4,0,1,51.0,31.0,83.0,133.0
away_win,0,4,0,8.0,247.0,84.0,83.0
away_win,0,2,0,34.0,16.0,70.0,35.0
away_win,0,0,0,102.0,106.0,135.0,120.0
home_win,0,0,0,86.0,75.0,66.0,77.0
home_win,2,1,0,44.0,72.0,39.0,50.0
tie,0,3,2,45.0,89.0,113.0,94.0
home_win,0,1,2,51.0,54.0,125.0,106.0
away_win,0,1,2,23.0,43.0,36.0,70.0
home_win,5,6,1,78.0,74.0,47.0,81.0
away_win,0,6,0,46.0,151.0,153.0,102.0
tie,0,1,0,11.0,31.0,18.0,15.0
away_win,1,13,1,139.0,104.0,151.0,105.0
home_win,1,2,2,107.0,51.0,121.0,77.0
home_win,0,0,0,231.0,89.0,75.0,92.0
tie,2,6,1,111.0,94.0,127.0,60.0
home_win,0,0,0,5.0,0.0,15.0,18.0
away_win,0,11,1,90.0,98.0,138.0,28.0
home_win,1,0,0,51.0,69.0,72.0,64.0
home_win,10,3,3,106.0,92.0,62.0,89.0
tie,0,0,0,69.0,66.0,67.0,66.0
tie,8,17,12,122.0,97.0,163.0,128.0
away_win,0,2,0,75.0,104.0,212.0,86.0
home_win,1,1,1,205.0,130.0,37.0,56.0
away_win,3,3,1,42.0,48.0,20.0,18.0
home_win,7,0,4,120.0,77.0,75.0,118.0
tie,2,14,5,116.0,136.0,217.0,128.0
home_win,2,0,0,149.0,81.0,95.0,52.0
away_win,19,2,3,163.0,59.0,79.0,98.0
away_win,9,2,5,113.0,99.0,132.0,89.0
away_win,2,7,2,47.0,42.0,66.0,16.0
home_win,3,0,0,188.0,132.0,27.0,48.0
home_win,6,6,0,178.0,59.0,81.0,57.0
home_win,1,0,0,48.0,5.0,153.0,94.0
away_win,0,0,0,0.0,0.0,0.0,0.0
home_win,0,0,1,80.0,60.0,167.0,94.0
tie,6,1,0,203.0,125.0,252.0,93.0
home_win,2,3,1,106.0,158.0,191.0,112.0
home_win,0,1,0,76.0,98.0,8.0,25.0
home_win,6,5,5,42.0,28.0,29.0,43.0
home_win,3,1,0,225.0,177.0,12.0,53.0
away_win,0,3,0,37.0,110.0,136.0,92.0
home_win,0,0,0,128.0,99.0,0.0,4.0
